"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Factor Value[age]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Sample Name"
"HA_9m_control1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control1Sol"
"HA_9m_control2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control2Sol"
"HA_9m_control3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control3Sol"
"HA_9m_control4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control4Sol"
"HA_9m_control5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control5Sol"
"HA_9m_ppar1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar1Sol"
"HA_9m_ppar2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar2Sol"
"HA_9m_ppar3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar3Sol"
"HA_9m_ppar4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar4Sol"
"HA_9m_ppar5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar5Sol"
"HA_11m_Control1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control1Sol"
"HA_11m_Control2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control2Sol"
"HA_11m_Control3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control3Sol"
"HA_11m_Control4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control4Sol"
"HA_11m_Control5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control5Sol"
"HA_11m_ppar1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar1Sol"
"HA_11m_ppar2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar2Sol"
"HA_11m_ppar3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar3Sol"
"HA_11m_ppar4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar4Sol"
"HA_11m_ppar5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar5Sol"
"HA_13m_control1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control1Sol"
"HA_13m_control2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control2Sol"
"HA_13m_control3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control3Sol"
"HA_13m_control4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control4Sol"
"HA_13m_control5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control5Sol"
"HA_13m_ppar1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar1Sol"
"HA_13m_ppar2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar2Sol"
"HA_13m_ppar3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar3Sol"
"HA_13m_ppar4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar4Sol"
"HA_13m_ppar5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar5Sol"
